Expected Tenure 1,Expected Tenure 2,,Employee,Percentage Change,,change,difference
2.15191925,2.372572323,,806,10.25378034,,0.102537803,0.220653073
11,28.79394687,,807,161.7631534,,1.617631534,17.79394687
4,3.050513841,,808,-23.73715398,,-0.23737154,-0.949486159
4.040958665,10,,809,147.4660304,,1.474660304,5.959041335
7,7,,810,0,,0,0
2.003826348,2.369490122,,811,18.24827657,,0.182482766,0.365663774
6.25,13,,812,108,,1.08,6.75
8,12,,813,50,,0.5,4
4,2.112600639,,814,-47.18498403,,-0.47184984,-1.887399361
7,10,,815,42.85714286,,0.428571429,3
3,3,,816,0,,0,0
4,3.437883706,,817,-14.05290735,,-0.140529074,-0.562116294
7.127628652,7.205928117,,818,1.098534573,,0.010985346,0.078299465
4,4,,819,0,,0,0
3.081247554,3.314575424,,820,7.572512948,,0.075725129,0.23332787
7.030591482,15,,821,113.3533151,,1.133533151,7.969408518
9,67.98595434,,822,655.3994927,,6.553994927,58.98595434
3,2.060997334,,823,-31.30008887,,-0.313000889,-0.939002666
2.03599749,2.142212825,,824,5.216869644,,0.052168696,0.106215335
2.073457541,2.005213481,,825,-3.291316974,,-0.03291317,-0.06824406
7,87.62539186,,826,1151.791312,,11.51791312,80.62539186
14,15,,827,7.142857143,,0.071428571,1
9,9,,828,0,,0,0
15,14,,829,-6.666666667,,-0.066666667,-1
7.181153677,7.005438561,,830,-2.446892573,,-0.024468926,-0.175715116
4.085222521,4.085222521,,831,0,,0,0
3,2.566024988,,832,-14.46583373,,-0.144658337,-0.433975012
7,3.885735066,,833,-44.48949906,,-0.444894991,-3.114264934
3.030291095,14.375,,834,374.3768684,,3.743768684,11.34470891
2,1.095836913,,835,-45.20815435,,-0.452081544,-0.904163087
7,4.368479161,,836,-37.59315484,,-0.375931548,-2.631520839
4,2.030535461,,837,-49.23661348,,-0.492366135,-1.969464539
5,32.22683396,,838,544.5366792,,5.445366792,27.22683396
7,102.5231876,,839,1364.616966,,13.64616966,95.5231876
4,34.84417517,,840,771.1043793,,7.711043793,30.84417517
17,90.41520534,,841,431.8541491,,4.318541491,73.41520534
9.5,48.48825901,,842,410.4027264,,4.104027264,38.98825901
4,4,,843,0,,0,0
9,9,,844,0,,0,0
3,13,,845,333.3333333,,3.333333333,10
9,75.84988549,,846,742.7765054,,7.427765054,66.84988549
8.280466419,15,,847,81.14921601,,0.81149216,6.719533581
7,12,,848,71.42857143,,0.714285714,5
2.033753183,2.033753183,,849,0,,0,0
2,2,,850,0,,0,0
3,2.429853575,,851,-19.00488083,,-0.190048808,-0.570146425
8.007320294,11.09841638,,852,38.60337757,,0.386033776,3.091096086
4.117107424,78.05062379,,853,1795.763597,,17.95763597,73.93351637
2.03746136,2.353723561,,854,15.52236559,,0.155223656,0.316262201
15,8.390295541,,855,-44.06469639,,-0.440646964,-6.609704459
7,2.092165461,,856,-70.11192199,,-0.70111922,-4.907834539
2,2,,857,0,,0,0
4,2.31710514,,858,-42.0723715,,-0.420723715,-1.68289486
4,28,,859,600,,6,24
9.051190703,9.381412422,,860,3.648378759,,0.036483788,0.330221719
4,10,,861,150,,1.5,6
9,12.25,,862,36.11111111,,0.361111111,3.25
2,0.38118683,,863,-80.9406585,,-0.809406585,-1.61881317
0.04,0.266677853,,864,566.6946325,,5.666946325,0.226677853
9.375,10,,865,6.666666667,,0.066666667,0.625
8.432528328,66.18402631,,866,684.8657453,,6.848657453,57.75149798
15,9,,867,-40,,-0.4,-6
0.005572501,0.079726315,,868,1330.709748,,13.30709748,0.074153814
0.04,0.257871051,,769,544.6776275,,5.446776275,0.217871051
7,2.154463454,,870,-69.22195066,,-0.692219507,-4.845536546
8,74.62612393,,871,832.8265491,,8.328265491,66.62612393
3.03940537,3.028819483,,872,-0.348288093,,-0.003482881,-0.010585887
2.210557729,2.108331129,,873,-4.62447095,,-0.046244709,-0.1022266
13,13,,874,0,,0,0
4.157345172,82.56692351,,875,1886.049272,,18.86049272,78.40957834
0.013976258,0.193112506,,876,1281.71824,,12.8171824,0.179136248
3,2.075658321,,877,-30.8113893,,-0.308113893,-0.924341679
4,2.119778817,,879,-47.00552958,,-0.470055296,-1.880221183
3,2.401608712,,879,-19.94637627,,-0.199463763,-0.598391288
8,10,,880,25,,0.25,2
0.028608591,0.003426397,,881,-88.02318856,,-0.880231886,-0.025182194
4,4,,882,0,,0,0
9,11.75,,883,30.55555556,,0.305555556,2.75
7,14,,884,100,,1,7
2,2,,885,0,,0,0
15,15,,886,0,,0,0
8,87.94863637,,887,999.3579546,,9.993579546,79.94863637
4,4,,888,0,,0,0
20.5,20.625,,889,0.609756098,,0.006097561,0.125
7,7,,890,0,,0,0
13,13.1815517,,891,1.396551538,,0.013965515,0.1815517
1.188816908,0.476209768,,892,-59.94254752,,-0.599425475,-0.71260714
9,9,,893,0,,0,0
7.1,8.846225759,,894,24.594729,,0.24594729,1.746225759
3.651610217,88.34002337,,895,2319.207367,,23.19207367,84.68841315
13,12.60422846,,896,-3.044396462,,-0.030443965,-0.39577154
8.442248381,8.284602278,,897,-1.867347369,,-0.018673474,-0.157646103
4.018926493,4.614211182,,898,14.81203227,,0.148120323,0.595284689
14,78.83764654,,899,463.1260467,,4.631260467,64.83764654
8.167095077,8.449961734,,900,3.463491662,,0.034634917,0.282866657
1.135373541,1.011116703,,901,-10.94413719,,-0.109441372,-0.124256838
7,2.005271476,,902,-71.35326463,,-0.713532646,-4.994728524
20.75,64.07560558,,903,208.7980992,,2.087980992,43.32560558
3.014527782,3.534794285,,904,17.25864018,,0.172586402,0.520266503
2,2,,905,0,,0,0
3,2.112185454,,906,-29.5938182,,-0.295938182,-0.887814546
7.041800779,44.24294989,,907,528.2902808,,5.282902808,37.20114911
2,0.216396729,,908,-89.18016355,,-0.891801636,-1.783603271
2.59,2.155151367,,909,-16.78952251,,-0.167895225,-0.434848633
3.001435155,3.123765449,,910,4.0757267,,0.040757267,0.122330294
2,2,,911,0,,0,0
4,2.061892973,,912,-48.45267568,,-0.484526757,-1.938107027
6.125,84.97106943,,913,1287.282766,,12.87282766,78.84606943
7,4.26976652,,914,-39.00333543,,-0.390033354,-2.73023348
0.01,0.233073869,,915,2230.73869,,22.3073869,0.223073869
7,7,,916,0,,0,0
2.052375977,2.131809145,,917,3.870302951,,0.03870303,0.079433168
0.178600632,0.178600632,,918,0,,0,0
8.495955827,38.25776781,,919,350.3056347,,3.503056347,29.76181198
4,2.237364216,,920,-44.0658946,,-0.440658946,-1.762635784
2,0.582294951,,921,-70.88525245,,-0.708852525,-1.417705049
9,66.11347869,,922,634.5942077,,6.345942077,57.11347869
7,7,,923,0,,0,0
8,7,,924,-12.5,,-0.125,-1
7,7,,925,0,,0,0
2,15,,926,650,,6.5,13
2.076150875,42.428746,,927,1943.62537,,19.4362537,40.35259513
2.40775683,2.022085334,,928,-16.01787569,,-0.160178757,-0.385671496
7,7,,929,0,,0,0
12,83.23020074,,930,593.5850062,,5.935850062,71.23020074
7,7,,931,0,,0,0
4.355929251,35.51348562,,932,715.2906894,,7.152906894,31.15755637
6,9,,933,50,,0.5,3
0.03,0.619398125,,934,1964.660417,,19.64660417,0.589398125
10,10,,935,0,,0,0
2.009580839,2.661942863,,936,32.46259177,,0.324625918,0.652362024
9.7823957,12,,937,22.66933753,,0.226693375,2.2176043
2.00697573,61.94057918,,938,2986.264485,,29.86264485,59.93360345
10,10,,939,0,,0,0
5.25,16.04062447,,940,205.5357042,,2.055357042,10.79062447
7,92.0405655,,941,1214.865221,,12.14865221,85.0405655
8,82.83091422,,942,935.3864278,,9.353864278,74.83091422
3,2.136030441,,943,-28.7989853,,-0.287989853,-0.863969559
2.215890155,38.28039229,,944,1627.540158,,16.27540158,36.06450214
8,32.5,,945,306.25,,3.0625,24.5
6.1,7,,946,14.75409836,,0.147540984,0.9
8,10,,947,25,,0.25,2
7,53.08864888,,948,658.4092697,,6.584092697,46.08864888
15,102.7607991,,949,585.071994,,5.85071994,87.7607991
10.625,69.24397745,,950,551.7080231,,5.517080231,58.61897745
4,94.53817207,,951,2263.454302,,22.63454302,90.53817207
7,10,,952,42.85714286,,0.428571429,3
15.625,33.31630111,,953,113.2243271,,1.132243271,17.69130111
15,82.16917719,,954,447.7945146,,4.477945146,67.16917719
11,38.25616492,,955,247.7833175,,2.477833175,27.25616492
4,87.2455669,,956,2081.139173,,20.81139173,83.2455669
8,7,,957,-12.5,,-0.125,-1
9,9,,958,0,,0,0
7,7,,959,0,,0,0
8,4.25717851,,960,-46.78526863,,-0.467852686,-3.74282149
2.35971929,2.679005041,,961,13.53066665,,0.135306666,0.319285751
7,12,,962,71.42857143,,0.714285714,5
7,10,,963,42.85714286,,0.428571429,3
3.114084575,3.401515002,,964,9.23001351,,0.092300135,0.287430427
2.13,86.20585813,,965,3947.223386,,39.47223386,84.07585813
4,2.015358001,,966,-49.61604998,,-0.4961605,-1.984641999
4,4,,967,0,,0,0
7,2.092530089,,968,-70.10671301,,-0.70106713,-4.907469911
8.875,9,,969,1.408450704,,0.014084507,0.125
8,8,,970,0,,0,0
6.592386744,10,,971,51.69012967,,0.516901297,3.407613256
15,12.57081832,,972,-16.19454453,,-0.161945445,-2.42918168
2.097141279,2.097141279,,973,0,,0,0
8.090087363,64.06138381,,974,691.8503341,,6.918503341,55.97129645
4,3.27449286,,975,-18.1376785,,-0.181376785,-0.72550714
15,15,,976,0,,0,0
2.082327799,51.02000406,,977,2350.142772,,23.50142772,48.93767626
7,7,,978,0,,0,0
10,15,,979,50,,0.5,5
15,12.78937067,,980,-14.73752887,,-0.147375289,-2.21062933
13,26.125,,981,100.9615385,,1.009615385,13.125
7,7,,982,0,,0,0
3,3,,983,0,,0,0
5.092951273,5.334173385,,984,4.736391516,,0.047363915,0.241222112
2,0.738513836,,985,-63.0743082,,-0.630743082,-1.261486164
2.06,2.334212826,,986,13.31130223,,0.133113022,0.274212826
3.02590813,3.301235732,,987,9.099007312,,0.090990073,0.275327602
7,14,,988,100,,1,7
7.12,7.033518933,,989,-1.214621728,,-0.012146217,-0.086481067
2,2,,990,0,,0,0
2.097274443,82.03481654,,991,3811.496505,,38.11496505,79.9375421
5,52.44334188,,992,948.8668376,,9.488668376,47.44334188
2.672980699,2.023518838,,993,-24.29728959,,-0.242972896,-0.649461861
7,2.010895474,,994,-71.2729218,,-0.712729218,-4.989104526
0.309497414,0.023333189,,995,-92.46094218,,-0.924609422,-0.286164225
7,7,,996,0,,0,0
7,41.72610032,,997,496.0871474,,4.960871474,34.72610032
3,2.377833395,,998,-20.73888683,,-0.207388868,-0.622166605
10.28685344,37.44754204,,999,264.0330083,,2.640330083,27.1606886
7,0.914649583,,1000,-86.93357739,,-0.869335774,-6.085350417
11,41.17758531,,1001,274.3416846,,2.743416846,30.17758531
7,3.199398929,,1002,-54.29430101,,-0.54294301,-3.800601071
9,78.31515391,,1003,770.1683768,,7.701683768,69.31515391
8.22,48.74860269,,1004,493.0486945,,4.930486945,40.52860269
4.51,6.25,,1005,38.58093126,,0.385809313,1.74
9,10.12889223,,1006,12.543247,,0.12543247,1.12889223
4,3.022994754,,1007,-24.42513115,,-0.244251312,-0.977005246
8.274581152,72.69583048,,1008,778.5439304,,7.785439304,64.42124933
4,4,,1009,0,,0,0
7.04,7.271961284,,1010,3.294904602,,0.032949046,0.231961284
2.08,2.143191121,,1011,3.038034663,,0.030380347,0.063191121
7,7,,1012,0,,0,0
3,3.081548964,,1013,2.7182988,,0.027182988,0.081548964
2.626264084,2.270846371,,1014,-13.53320541,,-0.135332054,-0.355417713
2.02,2.053394222,,1015,1.653179307,,0.016531793,0.033394222
2,0.377148728,,1016,-81.1425636,,-0.811425636,-1.622851272
2.108885679,2.025924701,,1017,-3.933877442,,-0.039338774,-0.082960978
7.625,7.5,,1018,-1.639344262,,-0.016393443,-0.125
8,7.405102075,,1019,-7.436224063,,-0.074362241,-0.594897925
8,8,,1020,0,,0,0
2,0.556230298,,1021,-72.1884851,,-0.721884851,-1.443769702
7,7,,1022,0,,0,0
2.292112583,2.032964342,,1023,-11.30608692,,-0.113060869,-0.259148241
4.151279585,7,,1024,68.62270673,,0.686227067,2.848720415
8,29.02514342,,1025,262.8142928,,2.628142928,21.02514342
4,10,,1026,150,,1.5,6
10,10,,1027,0,,0,0
2,0.798948462,,1028,-60.0525769,,-0.600525769,-1.201051538
7,91.20509055,,1029,1202.929865,,12.02929865,84.20509055
2.039873068,9,,1030,341.203923,,3.41203923,6.960126932
3,3,,1031,0,,0,0
4,4,,1032,0,,0,0
2.152083091,2.046689403,,1033,-4.897287119,,-0.048972871,-0.105393688
8,10,,1034,25,,0.25,2
2,2,,1035,0,,0,0
9.375,9.375,,1036,0,,0,0
4,4,,1037,0,,0,0
2,1.167773529,,1038,-41.61132355,,-0.416113236,-0.832226471
7,0.377869134,,1039,-94.60186951,,-0.946018695,-6.622130866
7,7,,1040,0,,0,0
7,69.42750083,,1041,891.8214404,,8.918214404,62.42750083
7,0.42030845,,1042,-93.99559357,,-0.939955936,-6.57969155
3.142426759,3.404766035,,1043,8.348302001,,0.08348302,0.262339276
7,7,,1044,0,,0,0
11.75,13,,1045,10.63829787,,0.106382979,1.25
3.15,3.069888468,,1046,-2.543223238,,-0.025432232,-0.080111532
14,39.33443724,,1047,180.960266,,1.80960266,25.33443724
7,7,,1048,0,,0,0
7.097383212,8,,1049,12.71759973,,0.127175997,0.902616788
4,2.376150865,,1050,-40.59622838,,-0.405962284,-1.623849135
4.013126127,55.59427401,,1051,1285.310909,,12.85310909,51.58114788
8,7.116164552,,1052,-11.0479431,,-0.110479431,-0.883835448
7,7,,1053,0,,0,0
4,3,,1054,-25,,-0.25,-1
2,15,,1055,650,,6.5,13
8.404272712,85.19989547,,1056,913.7688101,,9.137688101,76.79562276
7,7,,1057,0,,0,0
9,18.82986537,,1058,109.2207263,,1.092207263,9.82986537
4,4,,1059,0,,0,0
4,10,,1060,150,,1.5,6
2.085832965,2.085832965,,1061,0,,0,0
4,4,,1062,0,,0,0
0.07,0.009803689,,1063,-85.99473,,-0.8599473,-0.060196311
7,82.3654984,,1064,1076.649977,,10.76649977,75.3654984
13,18.41034238,,1065,41.61801831,,0.416180183,5.41034238
3,2,,1066,-33.33333333,,-0.333333333,-1
2.04,100.0835714,,1067,4806.057422,,48.06057422,98.0435714
4,3.038970218,,1068,-24.02574455,,-0.240257446,-0.961029782
16.125,85.96900086,,1069,433.1410906,,4.331410906,69.84400086
8,10,,1070,25,,0.25,2
7,7,,1071,0,,0,0
8,71.18230639,,1072,789.7788299,,7.897788299,63.18230639
9.38,9.898243662,,1073,5.524985736,,0.055249857,0.518243662
4.707769203,32.04813065,,1074,580.7498258,,5.807498258,27.34036145
11.46214053,12,,1075,4.692487137,,0.046924871,0.53785947
7,7,,1076,0,,0,0
2,4,,1077,100,,1,2
3,2.014132733,,1078,-32.86224223,,-0.328622422,-0.985867267
2.03,41.47815759,,1079,1943.258995,,19.43258995,39.44815759
3,3,,1080,0,,0,0
4,3.153867591,,1081,-21.15331023,,-0.211533102,-0.846132409
7,7,,1082,0,,0,0
0.057937264,0.207644486,,1083,258.3953947,,2.583953947,0.149707222
7.435179486,65.0583133,,1084,775.0066279,,7.750066279,57.62313381
0.311930277,0.163391,,1085,-47.61938419,,-0.476193842,-0.148539277
8,33.625,,1086,320.3125,,3.203125,25.625
4,66.73130844,,1087,1568.282711,,15.68282711,62.73130844
8,21.0698886,,1088,163.3736075,,1.633736075,13.0698886
0.01,0.064622981,,1089,546.22981,,5.4622981,0.054622981
3.109333615,3.88433127,,1090,24.92487944,,0.249248794,0.774997655
4,2.120172281,,1091,-46.99569298,,-0.46995693,-1.879827719
13,64.2404174,,1092,394.1570569,,3.941570569,51.2404174
2.019692073,2.02903567,,1093,0.462624829,,0.004626248,0.009343597
7,7,,1094,0,,0,0
0.637347685,0.387078745,,1095,-39.26725489,,-0.392672549,-0.25026894
12.125,20.13436358,,1096,66.05660685,,0.660566068,8.00936358
0.334223723,0.334223723,,1097,0,,0,0
15,15,,1098,0,,0,0
15,15,,1099,0,,0,0
6.071536112,14.375,,1100,136.7605122,,1.367605122,8.303463888
2.01,2.094848984,,1101,4.221342488,,0.042213425,0.084848984
7,2.534757536,,1102,-63.78917806,,-0.637891781,-4.465242464
0.02,0.437456593,,1103,2087.282965,,20.87282965,0.417456593
9,16.43849931,,1104,82.64999233,,0.826499923,7.43849931
8,63.97215466,,1105,699.6519333,,6.996519333,55.97215466
4,4,,1106,0,,0,0
4,2.433122211,,1107,-39.17194473,,-0.391719447,-1.566877789
4,3.703871803,,1108,-7.403204925,,-0.074032049,-0.296128197
2.000278548,2.058901054,,1109,2.930717127,,0.029307171,0.058622506
8,80.12513801,,1110,901.5642251,,9.015642251,72.12513801
2,2,,1111,0,,0,0
7.13,7.084310476,,1112,-0.640806788,,-0.006408068,-0.045689524
2,0.307891469,,1113,-84.60542655,,-0.846054266,-1.692108531
7,92.51687968,,1114,1221.66971,,12.2166971,85.51687968
17,17,,1115,0,,0,0
7,2,,1116,-71.42857143,,-0.714285714,-5
4,3,,1117,-25,,-0.25,-1
4.015055207,4.022930127,,1118,0.196134788,,0.001961348,0.00787492
15,7.015688301,,1119,-53.22874466,,-0.532287447,-7.984311699
3,2.088949269,,1120,-30.3683577,,-0.303683577,-0.911050731
4,2.176994895,,1121,-45.57512763,,-0.455751276,-1.823005105
2.153090017,2.140802009,,1122,-0.570715014,,-0.00570715,-0.012288008
7.2,12.75,,1123,77.08333333,,0.770833333,5.55
3,2.219301077,,1124,-26.02329743,,-0.260232974,-0.780698923
7,7,,1125,0,,0,0
8,17.375,,1126,117.1875,,1.171875,9.375
2.019051552,2.029951059,,1127,0.539833022,,0.00539833,0.010899507
13,18.51281832,,1128,42.40629477,,0.424062948,5.51281832
10,26.375,,1129,163.75,,1.6375,16.375
10,10,,1130,0,,0,0
3,0.23184338,,1131,-92.27188733,,-0.922718873,-2.76815662
7,2,,1132,-71.42857143,,-0.714285714,-5
21.25,30.625,,1133,44.11764706,,0.441176471,9.375
7,15,,1134,114.2857143,,1.142857143,8
2.08,2.227207789,,1135,7.077297548,,0.070772975,0.147207789
15,15,,1136,0,,0,0
2,0.212977887,,1137,-89.35110565,,-0.893511057,-1.787022113
4,3.014607623,,1138,-24.63480943,,-0.246348094,-0.985392377
3.158337604,13,,1139,311.6089421,,3.116089421,9.841662396
2.080447386,2.350064258,,1140,12.95956215,,0.129595622,0.269616872
13,13,,1141,0,,0,0
9,12.32954899,,1142,36.99498878,,0.369949888,3.32954899
8,74.12471654,,1143,826.5589568,,8.265589568,66.12471654
7.058109874,69.01361335,,1144,877.7917117,,8.777917117,61.95550348
7,7,,1145,0,,0,0
7,2,,1146,-71.42857143,,-0.714285714,-5
19.125,9,,1147,-52.94117647,,-0.529411765,-10.125
3,0.570487905,,1148,-80.9837365,,-0.809837365,-2.429512095
8,57.21672224,,1149,615.209028,,6.15209028,49.21672224
8,12,,1150,50,,0.5,4
2,0.125404484,,1151,-93.7297758,,-0.937297758,-1.874595516
4,4,,1152,0,,0,0
9.875,32.375,,1153,227.8481013,,2.278481013,22.5
12,54.98783994,,1154,358.2319995,,3.582319995,42.98783994
2.091342828,2.018088152,,1155,-3.502757894,,-0.035027579,-0.073254676
14,14,,1156,0,,0,0
2,0.374499527,,1157,-81.27502365,,-0.812750237,-1.625500473
9,9.529789502,,1158,5.886550022,,0.0588655,0.529789502
10.10543191,10.10543191,,1159,0,,0,0
7.306674689,7.107295751,,1160,-2.728723345,,-0.027287233,-0.199378938
3,2.038241985,,1161,-32.0586005,,-0.320586005,-0.961758015
3.966810755,4,,1162,0.836673263,,0.008366733,0.033189245
4,2.601147725,,1163,-34.97130688,,-0.349713069,-1.398852275
9,25.625,,1164,184.7222222,,1.847222222,16.625
8.019411457,9,,1165,12.22768713,,0.122276871,0.980588543
2,2,,1166,0,,0,0
8,9,,1167,12.5,,0.125,1
2.140292422,2.096313806,,1168,-2.054794735,,-0.020547947,-0.043978616
20.375,45.21724012,,1169,121.9251049,,1.219251049,24.84224012
1.015766957,66.24463924,,1170,6421.637545,,64.21637545,65.22887228
13,21.03638886,,1171,61.81837585,,0.618183758,8.03638886
2.027390669,2.08156428,,1172,2.672085446,,0.026720854,0.054173611
7,7,,1173,0,,0,0
3.393461406,3.115440814,,1174,-8.192832001,,-0.08192832,-0.278020592
4,4,,1175,0,,0,0
8.065266306,8.024285534,,1176,-0.508114307,,-0.005081143,-0.040980772
4,2.087599467,,1177,-47.81001333,,-0.478100133,-1.912400533
4,2.009723114,,1178,-49.75692215,,-0.497569222,-1.990276886
8,62.05118715,,1179,675.6398394,,6.756398394,54.05118715
17.375,73.47636809,,1180,322.8855717,,3.228855717,56.10136809
4,2.394192737,,1181,-40.14518158,,-0.401451816,-1.605807263
1,0.175334049,,1182,-82.4665951,,-0.824665951,-0.824665951
2.005142513,60.88232732,,1183,2936.309236,,29.36309236,58.87718481
14,14,,1184,0,,0,0
12,75.89114577,,1185,532.4262148,,5.324262148,63.89114577
14,12.27999831,,1186,-12.28572636,,-0.122857264,-1.72000169
3.012642547,3.148921269,,1187,4.523560956,,0.04523561,0.136278722
8,65.31581689,,1188,716.4477111,,7.164477111,57.31581689
4,4,,1189,0,,0,0
2.09,88.06945298,,1190,4113.849425,,41.13849425,85.97945298
7,0.997440537,,1191,-85.75084947,,-0.857508495,-6.002559463
7.188601263,40.80361937,,1192,467.6155608,,4.676155608,33.61501811
3,2.359422933,,1193,-21.3525689,,-0.213525689,-0.640577067
12,89.60693208,,1194,646.724434,,6.46724434,77.60693208
7,7,,1195,0,,0,0
7.191434563,10,,1196,39.05431402,,0.39054314,2.808565437
8,26.7888006,,1197,234.8600075,,2.348600075,18.7888006
15.25,32.55351881,,1198,113.4656971,,1.134656971,17.30351881
4.009564185,4.022467058,,1199,0.321802381,,0.003218024,0.012902873
4,2.003229267,,1200,-49.91926833,,-0.499192683,-1.996770733
7,7,,1201,0,,0,0
8,7.093530425,,1202,-11.33086969,,-0.113308697,-0.906469575
4,4,,1203,0,,0,0
4,4,,1204,0,,0,0
2.063111659,2.047534699,,1205,-0.755022634,,-0.007550226,-0.01557696
7,7,,1206,0,,0,0
3.045137191,3.114374046,,1207,2.273685902,,0.022736859,0.069236855
3.45,28.0269331,,1208,712.3748725,,7.123748725,24.5769331
3.08437257,80.67243628,,1209,2515.521778,,25.15521778,77.58806371
7,30.00972301,,1210,328.7103287,,3.287103287,23.00972301
9.480084257,15,,1211,58.22644181,,0.582264418,5.519915743
7,7,,1212,0,,0,0
2.028639452,86.0183739,,1213,4140.20019,,41.4020019,83.98973445
4,2.064348758,,1214,-48.39128105,,-0.483912811,-1.935651242
7.75,69.09752976,,1215,791.5810292,,7.915810292,61.34752976
2.353681137,2.284097674,,1216,-2.95636745,,-0.029563674,-0.069583463
7,7,,1217,0,,0,0
4,3.043097381,,1218,-23.92256548,,-0.239225655,-0.956902619
